,id_old,gemeentenaam,codering,indelingswijziging_wijken_en_buurten,aantal_installaties_bij_woningen,aantal_zonnepanelen_per_installatie,opgesteld_vermogen_van_zonnepanelen,totaal_aantal_laadpalen,werkloosheidsuitkering_relatief,bijstandsuitkering_relatief,arbeidsongeschiktheidsuitkering_relatief,aow_uitkering_relatief,inwoners_vanaf_15_jaar,inwoners_vanaf_15_jr_tot_aow_leeftijd,inwoners_vanaf_de_aow_leeftijd
1460,1007,Apeldoorn,BU02000311,1.0,,,,0.0,0.0,0.0,0.0,0.0,160.0,120.0,40.0
1985,1005,Bedum,WK000500,1.0,1185.0,13.0,3397.0,19.0,95.0,80.0,260.0,955.0,35100.0,26710.0,8400.0
13933,1003,Tilburg,BU08556403,3.0,,,,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0
829,1005,Amstelveen,BU03620901,3.0,,,,1.0,60.0,40.0,200.0,1665.0,4110.0,2400.0,1700.0
9760,1003,Medemblik,BU04200001,1.0,142.0,,,2.0,80.0,200.0,325.0,930.0,4670.0,3590.0,1090.0
10235,1002,Molenwaard,BU19270600,1.0,48.0,13.0,150.0,1.0,85.0,30.0,115.0,640.0,4860.0,4090.0,790.0
11778,1008,Raalte,BU01770500,1.0,59.0,15.0,202.0,1.0,115.0,40.0,85.0,810.0,2060.0,1650.0,420.0
5494,1001,Goeree-Overflakkee,BU19240601,1.0,73.0,12.0,187.0,2.0,50.0,70.0,165.0,1195.0,5160.0,3620.0,1550.0
1088,1004,Amsterdam,BU03633900,1.0,11.0,14.0,36.0,0.0,85.0,255.0,160.0,500.0,7720.0,6760.0,970.0
9033,1005,Lelystad,BU09951221,1.0,46.0,13.0,129.0,0.0,105.0,215.0,425.0,735.0,10750.0,8770.0,1970.0
174,1007,Alblasserdam,GM0482,,341.0,13.0,1008.0,5.0,80.0,100.0,160.0,920.0,64440.0,49500.0,14950.0
12914,1007,Soest,WK034202,1.0,44.0,10.0,104.0,1.0,85.0,120.0,190.0,1195.0,11300.0,7910.0,3400.0
10736,1008,Noordoostpolder,BU01710112,1.0,11.0,16.0,42.0,0.0,75.0,0.0,120.0,375.0,680.0,630.0,80.0
660,1005,Amersfoort,BU03070701,1.0,15.0,13.0,41.0,0.0,85.0,245.0,370.0,825.0,6720.0,5330.0,1390.0
14322,1001,Utrecht,BU03440953,1.0,,,,5.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0
12196,1006,Roermond,BU09570703,1.0,100.0,16.0,357.0,3.0,55.0,0.0,80.0,595.0,5470.0,4650.0,820.0
16168,1002,Zeist,BU03550301,1.0,65.0,11.0,162.0,0.0,100.0,100.0,205.0,940.0,9470.0,7230.0,2240.0
8016,1006,Houten,BU03211050,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3992,1006,Dongeradeel,BU00580102,1.0,16.0,16.0,61.0,,100.0,65.0,135.0,900.0,1100.0,850.0,240.0
16219,1005,Zevenaar,BU02990200,1.0,57.0,14.0,184.0,1.0,55.0,40.0,180.0,1135.0,3900.0,2790.0,1110.0
3921,1002,Doetinchem,BU02220803,1.0,,,,0.0,0.0,0.0,0.0,0.0,130.0,120.0,40.0
4954,1009,Enschede,BU01530600,1.0,118.0,,,2.0,105.0,40.0,195.0,1065.0,11290.0,8250.0,3030.0
4866,1003,Emmen,WK011441,1.0,105.0,16.0,408.0,3.0,80.0,115.0,205.0,1420.0,9680.0,6250.0,3450.0
4661,1008,Eindhoven,BU07721225,1.0,43.0,13.0,121.0,2.0,75.0,30.0,105.0,880.0,4840.0,3770.0,1060.0
9772,1002,Medemblik,WK042003,1.0,22.0,14.0,72.0,0.0,60.0,40.0,135.0,710.0,1880.0,1550.0,330.0
8100,1006,Huizen,BU04060513,1.0,22.0,24.0,115.0,1.0,75.0,135.0,190.0,1035.0,1860.0,1390.0,480.0
13187,1006,Stein,BU09710203,1.0,15.0,16.0,57.0,0.0,60.0,0.0,310.0,935.0,520.0,400.0,120.0
1476,1007,Apeldoorn,BU02000505,1.0,129.0,,,3.0,85.0,80.0,200.0,800.0,18980.0,15190.0,3790.0
8987,1005,Leidschendam-Voorburg,BU19160104,1.0,7.0,19.0,30.0,0.0,10.0,35.0,700.0,655.0,1210.0,1010.0,200.0
10803,1007,Noordwijkerhout,BU05760002,1.0,49.0,13.0,145.0,0.0,80.0,40.0,90.0,930.0,6750.0,5170.0,1560.0
9249,1001,Leudal,WK164014,1.0,61.0,18.0,235.0,,100.0,40.0,230.0,915.0,4420.0,3410.0,1010.0
12489,1002,Schagen,BU04410409,1.0,6.0,17.0,22.0,0.0,65.0,30.0,165.0,1050.0,680.0,510.0,190.0
8162,1003,Hulst,WK067710,1.0,28.0,,,1.0,105.0,55.0,260.0,920.0,1670.0,1280.0,400.0
12353,1007,Rotterdam,BU05990837,1.0,3.0,,,0.0,90.0,625.0,300.0,645.0,27080.0,22700.0,4380.0
10492,1000,Nijmegen,BU02680100,1.0,,,,1.0,100.0,265.0,205.0,705.0,10510.0,8640.0,1870.0
15976,1002,Woudrichem,BU08740400,1.0,40.0,15.0,136.0,0.0,95.0,40.0,180.0,895.0,7380.0,5720.0,1660.0
12089,1001,Rijswijk,BU06030112,1.0,155.0,10.0,349.0,4.0,90.0,15.0,80.0,790.0,7660.0,6130.0,1530.0
9914,1003,Meierijstad,BU19480430,3.0,22.0,48.0,239.0,0.0,75.0,85.0,335.0,1475.0,4680.0,2950.0,1740.0
3197,1007,CapelleaandenIJssel,BU05020223,1.0,20.0,7.0,35.0,0.0,80.0,800.0,245.0,745.0,2980.0,2400.0,580.0
37,1006,AaenHunze,WK168013,1.0,6.0,16.0,21.0,,50.0,55.0,190.0,960.0,500.0,390.0,120.0
1894,1009,Barendrecht,BU04891836,1.0,47.0,13.0,132.0,1.0,120.0,80.0,135.0,395.0,4550.0,4110.0,440.0
10273,1005,Montferland,BU19550109,1.0,,,,0.0,0.0,0.0,0.0,0.0,80.0,40.0,40.0
14891,1000,Vlaardingen,BU06220306,3.0,,,,1.0,120.0,160.0,405.0,205.0,400.0,370.0,40.0
13493,1003,Terneuzen,BU07151600,1.0,,,,0.0,0.0,0.0,0.0,0.0,120.0,80.0,40.0
10922,1000,Oisterwijk,BU08241201,1.0,27.0,,,4.0,90.0,5.0,125.0,600.0,1120.0,960.0,160.0
9806,1007,Meerssen,BU09380002,1.0,3.0,26.0,17.0,0.0,85.0,85.0,295.0,920.0,360.0,280.0,80.0
11328,1001,Opsterland,BU00860201,1.0,42.0,19.0,181.0,0.0,70.0,80.0,160.0,655.0,3600.0,3000.0,580.0
2384,1004,Beuningen,BU02090143,1.0,18.0,14.0,53.0,0.0,110.0,235.0,290.0,605.0,2390.0,2030.0,370.0
10672,1003,Noord-Beveland,WK169503,1.0,178.0,,,4.0,75.0,60.0,140.0,1225.0,7020.0,4850.0,2180.0
521,1006,AlphenaandenRijn,BU04840506,1.0,,,,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0
15694,1003,Wijchen,BU02960132,1.0,15.0,15.0,51.0,,120.0,55.0,110.0,780.0,970.0,770.0,200.0
2959,1005,Brielle,BU05010200,1.0,24.0,10.0,56.0,0.0,65.0,80.0,135.0,745.0,2040.0,1660.0,390.0
7134,1003,Hellendoorn,BU01630509,1.0,21.0,,,1.0,145.0,0.0,145.0,575.0,1300.0,1110.0,190.0
5233,1007,DeFryskeMarren,WK194026,1.0,37.0,,,3.0,60.0,20.0,125.0,830.0,1850.0,1460.0,390.0
2162,1001,Bergen(NH),BU03730105,1.0,8.0,12.0,21.0,0.0,70.0,60.0,80.0,700.0,1220.0,1020.0,210.0
10023,1003,Meppel,WK011913,1.0,11.0,,,0.0,80.0,0.0,230.0,870.0,1100.0,860.0,240.0
31,1008,AaenHunze,WK168011,1.0,23.0,19.0,96.0,1.0,140.0,40.0,350.0,605.0,1380.0,1180.0,200.0
5093,1007,Etten-Leur,BU07772303,1.0,11.0,23.0,56.0,0.0,80.0,0.0,155.0,870.0,900.0,700.0,200.0
15744,1009,Wijdemeren,WK169605,1.0,7.0,19.0,29.0,0.0,45.0,0.0,35.0,1250.0,700.0,480.0,220.0
16023,1008,Zaanstad,BU04795120,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9238,1000,Leudal,BU16401000,1.0,84.0,18.0,329.0,3.0,70.0,80.0,185.0,915.0,5080.0,3920.0,1150.0
1972,1007,Barneveld,BU02035961,1.0,11.0,12.0,31.0,0.0,45.0,55.0,190.0,615.0,2150.0,1830.0,320.0
5916,1008,'s-Gravenhage,BU05183284,1.0,93.0,18.0,401.0,2.0,100.0,130.0,200.0,820.0,50780.0,40430.0,10360.0
5218,1008,DeFryskeMarren,WK194022,1.0,,,,0.0,0.0,0.0,0.0,0.0,160.0,120.0,40.0
122,1004,Aalten,BU01970109,1.0,,,,0.0,30.0,0.0,40.0,485.0,360.0,320.0,40.0
11121,1003,Ommen,BU01750401,1.0,17.0,15.0,56.0,0.0,145.0,85.0,130.0,710.0,1560.0,1280.0,280.0
1378,1007,Amsterdam,BU03639100,1.0,,,,0.0,60.0,20.0,175.0,1750.0,2670.0,1480.0,1190.0
2799,1003,Borsele,WK065411,1.0,52.0,13.0,155.0,2.0,75.0,35.0,145.0,805.0,2370.0,1870.0,480.0
15734,1003,Wijdemeren,WK169602,1.0,67.0,14.0,204.0,2.0,90.0,25.0,105.0,935.0,5030.0,3860.0,1180.0
16529,1007,Zwijndrecht,BU06420508,1.0,15.0,11.0,38.0,0.0,80.0,80.0,200.0,1035.0,3690.0,2720.0,970.0
12169,1008,Roermond,BU09570101,1.0,32.0,14.0,97.0,0.0,95.0,185.0,335.0,715.0,6960.0,5710.0,1250.0
6632,1002,Harderwijk,BU02431201,1.0,22.0,12.0,64.0,0.0,85.0,55.0,225.0,905.0,4050.0,3130.0,920.0
16620,1003,Zwolle,WK019330,1.0,454.0,,,5.0,115.0,360.0,320.0,700.0,32730.0,26940.0,5790.0
3125,1003,Bunschoten,GM0313,,572.0,16.0,1971.0,12.0,60.0,40.0,160.0,750.0,68020.0,55220.0,12790.0
12437,1001,Rucphen,WK084002,1.0,103.0,23.0,535.0,1.0,85.0,60.0,240.0,900.0,17990.0,13950.0,4040.0
15366,1003,WestMaasenWaal,BU06680101,1.0,35.0,20.0,157.0,,105.0,20.0,160.0,555.0,2890.0,2490.0,400.0
12711,1009,Sittard-Geleen,BU18830100,1.0,34.0,14.0,104.0,,70.0,175.0,325.0,1115.0,11300.0,8130.0,3170.0
4901,1007,Enkhuizen,BU03880002,1.0,72.0,9.0,128.0,0.0,80.0,40.0,260.0,1300.0,10900.0,7350.0,3550.0
14698,1002,Venlo,BU09831506,1.0,12.0,8.0,19.0,0.0,130.0,490.0,485.0,1720.0,600.0,350.0,260.0
8584,1004,Landgraaf,BU08820205,1.0,146.0,16.0,505.0,1.0,65.0,165.0,340.0,1540.0,10550.0,6450.0,4100.0
3269,1004,CapelleaandenIJssel,BU05020995,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4066,1005,Dordrecht,BU05050205,1.0,9.0,10.0,21.0,,90.0,315.0,290.0,705.0,4030.0,3310.0,720.0
13813,1006,Tilburg,BU08553903,3.0,70.0,8.0,125.0,1.0,120.0,465.0,320.0,405.0,6090.0,5460.0,620.0
9729,1002,DeMarne,BU16630203,1.0,7.0,,,0.0,25.0,100.0,370.0,1390.0,160.0,120.0,80.0
4288,1009,Druten,BU02250002,1.0,83.0,18.0,328.0,1.0,100.0,165.0,220.0,545.0,10770.0,9300.0,1470.0
14433,1009,Valkenswaard,BU08580006,1.0,54.0,,,,100.0,205.0,200.0,1145.0,9470.0,6760.0,2720.0
6606,1006,Harderwijk,BU02430702,1.0,,,,0.0,60.0,205.0,485.0,1535.0,440.0,280.0,160.0
5459,1009,Goeree-Overflakkee,BU19240001,1.0,47.0,13.0,142.0,1.0,60.0,50.0,135.0,805.0,5730.0,4570.0,1170.0
7745,1009,Hoogeveen,BU01185103,1.0,132.0,12.0,350.0,4.0,105.0,65.0,155.0,605.0,5710.0,4840.0,870.0
16004,1009,Zaanstad,BU04792140,1.0,14.0,25.0,75.0,0.0,110.0,135.0,270.0,605.0,8820.0,7480.0,1340.0
875,1009,Amsterdam,BU03630200,1.0,5.0,11.0,11.0,0.0,45.0,40.0,40.0,845.0,6730.0,5280.0,1450.0
14139,1009,Tytsjerksteradiel,BU07370909,1.0,17.0,17.0,63.0,1.0,90.0,0.0,175.0,975.0,1040.0,790.0,250.0
6069,1004,Groningen,BU00141104,1.0,33.0,11.0,89.0,1.0,115.0,50.0,70.0,610.0,980.0,830.0,160.0
134,1006,Aalten,BU01970303,1.0,88.0,12.0,254.0,2.0,80.0,20.0,285.0,465.0,5090.0,4500.0,600.0
3636,1000,Delfzijl,WK001002,1.0,396.0,,,9.0,95.0,75.0,265.0,940.0,12260.0,9380.0,2880.0
11647,1006,PeelenMaas,BU18940502,1.0,7.0,32.0,51.0,0.0,80.0,0.0,215.0,705.0,900.0,740.0,160.0
6032,1000,Groningen,BU00140704,1.0,92.0,16.0,327.0,4.0,65.0,0.0,50.0,590.0,3840.0,3280.0,570.0
3505,1007,Dantumadiel,BU18910101,1.0,37.0,14.0,119.0,1.0,105.0,75.0,200.0,765.0,2990.0,2430.0,570.0
8634,1004,Lansingerland,BU16212221,1.0,34.0,15.0,107.0,0.0,60.0,105.0,165.0,865.0,5710.0,4470.0,1240.0
13347,1002,Súdwest-Fryslân,BU19000209,1.0,,,,0.0,75.0,0.0,55.0,435.0,210.0,200.0,40.0
2509,1009,Binnenmaas,BU05850000,1.0,20.0,14.0,63.0,1.0,85.0,120.0,165.0,970.0,2160.0,1640.0,520.0
12284,1002,Roosendaal,BU16740702,1.0,153.0,17.0,569.0,3.0,100.0,20.0,120.0,775.0,11320.0,9140.0,2190.0
9952,1004,Menterwolde,WK198701,1.0,128.0,20.0,549.0,5.0,105.0,105.0,330.0,975.0,6340.0,4800.0,1550.0
7312,1006,Hengelo,BU01640600,1.0,,,,2.0,65.0,0.0,0.0,155.0,170.0,150.0,40.0
13499,1000,Terneuzen,BU07152500,1.0,77.0,14.0,236.0,1.0,110.0,60.0,190.0,1175.0,4280.0,3020.0,1270.0
3558,1007,Delft,WK050316,1.0,,,,0.0,15.0,45.0,45.0,475.0,340.0,300.0,40.0
10092,1009,Midden-Drenthe,WK173104,1.0,17.0,,,0.0,105.0,75.0,320.0,750.0,1240.0,1010.0,240.0
10993,1001,Oldebroek,WK026900,1.0,305.0,,,9.0,65.0,60.0,160.0,860.0,24000.0,18880.0,5120.0
14968,1009,Vlieland,WK009600,1.0,36.0,12.0,106.0,1.0,55.0,40.0,120.0,800.0,3990.0,3190.0,800.0
8979,1005,Leiderdorp,BU05470201,1.0,94.0,,,2.0,75.0,20.0,130.0,850.0,11020.0,8670.0,2360.0
7999,1004,HorstaandeMaas,BU15071400,1.0,41.0,19.0,170.0,1.0,110.0,60.0,210.0,885.0,3510.0,2740.0,790.0
10760,1001,Noordoostpolder,BU01710631,1.0,,,,0.0,90.0,60.0,160.0,855.0,6830.0,5370.0,1460.0
16163,1007,Zeist,BU03550203,1.0,9.0,9.0,19.0,0.0,105.0,280.0,370.0,875.0,5470.0,4270.0,1200.0
15840,1009,Woerden,BU06320201,1.0,13.0,,,,75.0,40.0,35.0,595.0,1010.0,850.0,160.0
10823,1003,Nunspeet,BU03020001,1.0,200.0,15.0,649.0,9.0,80.0,60.0,225.0,955.0,31100.0,23630.0,7470.0
11069,1001,Olst-Wijhe,WK177305,1.0,38.0,24.0,210.0,3.0,50.0,0.0,115.0,590.0,2610.0,2220.0,390.0
45,1000,AaenHunze,BU16801500,1.0,,,,2.0,110.0,200.0,220.0,885.0,6060.0,4710.0,1350.0
167,1003,Achtkarspelen,BU00590201,1.0,99.0,17.0,398.0,5.0,110.0,140.0,265.0,830.0,12950.0,10250.0,2700.0
9560,1002,Losser,BU01680109,1.0,5.0,28.0,32.0,0.0,55.0,15.0,180.0,1110.0,770.0,560.0,200.0
15675,1001,Wijchen,BU02960113,1.0,69.0,15.0,223.0,2.0,50.0,0.0,55.0,1525.0,4240.0,2620.0,1630.0
16494,1008,Zwijndrecht,BU06420208,1.0,17.0,,,,100.0,10.0,85.0,710.0,2550.0,2100.0,440.0
3849,1003,Doesburg,BU02210101,1.0,13.0,12.0,33.0,0.0,115.0,145.0,400.0,1020.0,4180.0,3110.0,1080.0
14653,1006,Velsen,BU04530805,1.0,14.0,10.0,33.0,,60.0,40.0,240.0,1425.0,7870.0,5060.0,2810.0
10177,1002,Moerdijk,WK170903,1.0,192.0,15.0,664.0,4.0,85.0,100.0,175.0,895.0,19600.0,15200.0,4410.0
12349,1009,Rotterdam,BU05990665,1.0,124.0,11.0,326.0,2.0,65.0,25.0,80.0,1135.0,24710.0,17640.0,7060.0
1001,1001,Amsterdam,BU03632200,1.0,,,,1.0,45.0,60.0,70.0,590.0,3300.0,2810.0,480.0
7587,1002,Hilversum,BU04020502,1.0,34.0,16.0,126.0,2.0,70.0,40.0,100.0,990.0,5070.0,3820.0,1260.0
3152,1003,Buren,WK021402,1.0,124.0,,,3.0,70.0,20.0,120.0,935.0,10900.0,8350.0,2540.0
10478,1009,Nijkerk,BU02670301,3.0,46.0,22.0,231.0,1.0,75.0,40.0,160.0,710.0,4950.0,4080.0,880.0
3069,1003,Brunssum,BU08990144,1.0,73.0,,,1.0,85.0,60.0,300.0,640.0,5080.0,4270.0,810.0
4683,1001,Eindhoven,BU07721336,1.0,12.0,,,0.0,25.0,20.0,35.0,1750.0,1530.0,860.0,680.0
2457,1007,Beverwijk,BU03750902,3.0,,,,0.0,60.0,0.0,80.0,720.0,220.0,180.0,40.0
14900,1008,Vlaardingen,BU06220502,3.0,16.0,9.0,34.0,0.0,50.0,20.0,100.0,695.0,4040.0,3330.0,710.0
1581,1006,Arnhem,BU02020526,1.0,58.0,12.0,160.0,0.0,80.0,300.0,270.0,965.0,17430.0,13210.0,4230.0
9251,1004,Leudal,BU16401401,1.0,3.0,45.0,30.0,0.0,60.0,0.0,215.0,1015.0,320.0,240.0,80.0
1861,1001,Barendrecht,WK048907,1.0,32.0,10.0,77.0,0.0,75.0,100.0,125.0,1115.0,7030.0,5080.0,1950.0
1927,1004,Barneveld,WK020354,1.0,923.0,14.0,2870.0,26.0,45.0,80.0,160.0,740.0,104390.0,84800.0,19590.0
3380,1008,Cranendonck,WK170600,1.0,241.0,18.0,1037.0,13.0,85.0,80.0,160.0,1025.0,31650.0,23530.0,8130.0
2193,1001,Bergen(NH),BU03730700,1.0,172.0,12.0,483.0,1.0,50.0,40.0,200.0,1565.0,11230.0,6820.0,4400.0
16283,1005,Zoeterwoude,BU06381005,3.0,,,,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0
12771,1004,Sliedrecht,BU06100208,1.0,50.0,5.0,64.0,0.0,70.0,225.0,280.0,870.0,6220.0,4850.0,1350.0
33,1000,AaenHunze,BU16801109,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5863,1009,'s-Gravenhage,BU05181795,1.0,23.0,7.0,36.0,0.0,80.0,215.0,235.0,1355.0,17610.0,11640.0,5970.0
8076,1001,Houten,BU03215193,1.0,8.0,,,1.0,90.0,0.0,0.0,795.0,440.0,350.0,80.0
117,1002,Aalten,BU01970104,1.0,23.0,22.0,117.0,1.0,45.0,40.0,85.0,800.0,1560.0,1240.0,320.0
6595,1006,Harderwijk,BU02430402,1.0,13.0,10.0,32.0,1.0,35.0,65.0,140.0,1095.0,1830.0,1340.0,510.0
8710,1005,Leek,BU00220107,1.0,13.0,26.0,75.0,,80.0,0.0,100.0,695.0,410.0,340.0,80.0
1844,1001,Barendrecht,BU04890103,1.0,11.0,13.0,33.0,,125.0,170.0,190.0,1275.0,2430.0,1660.0,780.0
1142,1007,Amsterdam,WK036349,1.0,46.0,,,1.0,45.0,5.0,40.0,850.0,27640.0,21720.0,5930.0
2119,1005,Bergeijk,BU17240109,1.0,4.0,131.0,118.0,0.0,15.0,30.0,195.0,840.0,570.0,450.0,120.0
7479,1006,Heumen,BU02520100,1.0,86.0,16.0,289.0,2.0,95.0,70.0,150.0,1250.0,6150.0,4230.0,1930.0
3941,1006,Doetinchem,BU02221106,1.0,25.0,40.0,223.0,1.0,105.0,0.0,215.0,960.0,1040.0,790.0,240.0
15845,1001,Woerden,BU06320301,1.0,,,,1.0,0.0,3335.0,15.0,0.0,230.0,230.0,0.0
6237,1006,Haarlem,BU03920405,1.0,42.0,11.0,91.0,1.0,90.0,20.0,135.0,430.0,4520.0,4030.0,480.0
4984,1000,Enschede,BU01530904,1.0,4.0,,,0.0,70.0,120.0,370.0,880.0,1140.0,890.0,240.0
16180,1006,Zeist,BU03550403,1.0,,,,1.0,65.0,50.0,140.0,1965.0,1260.0,650.0,630.0
9381,1008,Littenseradiel,WK014000,1.0,214.0,16.0,737.0,9.0,80.0,80.0,140.0,920.0,13040.0,10040.0,3000.0
7800,1005,Hoogezand-Sappemeer,BU00180107,1.0,5.0,11.0,12.0,0.0,215.0,415.0,475.0,665.0,1430.0,1200.0,240.0
12563,1006,Schinnen,WK096200,1.0,411.0,17.0,1605.0,10.0,75.0,60.0,240.0,1060.0,21840.0,16030.0,5810.0
12132,1002,Roerdalen,BU16690101,1.0,162.0,,,5.0,90.0,20.0,230.0,1100.0,9780.0,7110.0,2680.0
3245,1008,CapelleaandenIJssel,BU05020772,1.0,,,,0.0,135.0,420.0,245.0,475.0,3630.0,3180.0,450.0
675,1009,Amersfoort,BU03071003,1.0,13.0,8.0,22.0,0.0,115.0,80.0,205.0,950.0,5350.0,4070.0,1270.0
6536,1005,Hardenberg,WK016017,1.0,52.0,20.0,226.0,1.0,130.0,100.0,190.0,790.0,4890.0,3920.0,970.0
5655,1006,GooiseMeren,WK194204,1.0,183.0,13.0,555.0,4.0,95.0,80.0,125.0,1065.0,20580.0,15100.0,5480.0
7809,1000,Hoogezand-Sappemeer,BU00180208,1.0,64.0,13.0,181.0,1.0,120.0,230.0,260.0,955.0,4980.0,3800.0,1210.0
16029,1002,Zaanstad,BU04796110,1.0,56.0,11.0,147.0,1.0,90.0,70.0,245.0,900.0,6930.0,5390.0,1570.0
1818,1005,Baarn,BU03080003,1.0,108.0,10.0,236.0,2.0,85.0,60.0,240.0,885.0,7550.0,5880.0,1670.0
11923,1003,Reusel-DeMierden,BU16670309,1.0,5.0,28.0,30.0,,70.0,0.0,20.0,770.0,640.0,520.0,120.0
3261,1003,CapelleaandenIJssel,BU05020887,1.0,7.0,14.0,23.0,0.0,135.0,105.0,180.0,585.0,3640.0,3120.0,540.0
12148,1006,Roerdalen,BU16690409,1.0,,,,,75.0,70.0,175.0,1005.0,730.0,540.0,200.0
7511,1009,Heusden,WK079709,1.0,27.0,20.0,120.0,0.0,75.0,10.0,100.0,775.0,2470.0,2000.0,480.0
1640,1003,Arnhem,BU02021886,1.0,36.0,9.0,66.0,1.0,125.0,420.0,275.0,505.0,5220.0,4550.0,660.0
6376,1006,Haarlemmermeer,BU03940127,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5385,1006,Gemert-Bakel,BU16520609,1.0,10.0,,,0.0,95.0,0.0,85.0,525.0,1110.0,950.0,160.0
874,1008,Amsterdam,WK036302,1.0,12.0,15.0,44.0,10.0,60.0,25.0,50.0,685.0,23310.0,19230.0,4080.0
10307,1001,MookenMiddelaar,BU09440101,1.0,65.0,18.0,245.0,3.0,85.0,5.0,140.0,940.0,3110.0,2370.0,720.0
6441,1008,Haarlemmermeer,WK039412,1.0,86.0,17.0,313.0,3.0,75.0,50.0,115.0,785.0,6040.0,4870.0,1180.0
3948,1008,Doetinchem,BU02223105,1.0,6.0,17.0,23.0,0.0,80.0,40.0,190.0,420.0,380.0,340.0,40.0
6633,1007,Harderwijk,BU02431202,1.0,24.0,14.0,80.0,0.0,70.0,35.0,200.0,750.0,2100.0,1700.0,390.0
9563,1008,Losser,BU01680209,1.0,16.0,22.0,77.0,,70.0,20.0,275.0,815.0,1950.0,1550.0,390.0
908,1001,Amsterdam,BU03630604,1.0,,,,0.0,80.0,345.0,210.0,285.0,3390.0,3150.0,250.0
14840,1009,Venray,WK098418,3.0,54.0,13.0,155.0,,100.0,105.0,320.0,955.0,2850.0,2170.0,690.0
88,1008,Aalburg,BU07380300,1.0,,,,1.0,120.0,65.0,150.0,775.0,2170.0,1760.0,420.0
6295,1008,Haarlem,BU03921401,1.0,32.0,9.0,65.0,0.0,75.0,75.0,165.0,460.0,7530.0,6650.0,880.0
8466,1001,Krimpenerwaard,BU19310209,1.0,10.0,17.0,39.0,0.0,0.0,0.0,5.0,770.0,610.0,500.0,120.0
5381,1004,Gemert-Bakel,BU16520508,1.0,,,,1.0,25.0,0.0,165.0,590.0,1050.0,890.0,160.0
14834,1000,Venray,BU09841602,3.0,96.0,12.0,253.0,2.0,130.0,260.0,350.0,405.0,7500.0,6730.0,770.0
12419,1002,Rotterdam,WK059925,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9132,1002,Lelystad,BU09954331,1.0,127.0,,,7.0,115.0,0.0,150.0,485.0,7980.0,7010.0,970.0
14249,1001,Utrecht,BU03440341,1.0,20.0,16.0,69.0,,85.0,585.0,330.0,555.0,14790.0,12740.0,2040.0
9996,1008,Meppel,BU01190701,1.0,9.0,14.0,28.0,0.0,225.0,0.0,340.0,580.0,970.0,850.0,150.0
369,1002,Almelo,WK014117,1.0,98.0,16.0,351.0,1.0,95.0,60.0,180.0,940.0,11730.0,8960.0,2770.0
6427,1008,Haarlemmermeer,BU03940883,1.0,13.0,16.0,49.0,0.0,50.0,20.0,90.0,1325.0,1130.0,760.0,380.0
7366,1009,'s-Hertogenbosch,BU07960301,1.0,26.0,16.0,93.0,0.0,100.0,300.0,480.0,680.0,7520.0,6230.0,1280.0
11670,1007,Pijnacker-Nootdorp,BU19260109,3.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3860,1003,Doetinchem,WK022201,1.0,72.0,14.0,229.0,2.0,90.0,135.0,350.0,1185.0,15130.0,10650.0,4490.0
2158,1006,Bergen(NH),BU03730101,1.0,11.0,9.0,25.0,0.0,130.0,55.0,130.0,1545.0,1930.0,1180.0,750.0
13934,1000,Tilburg,WK085565,3.0,3.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,160.0,120.0,40.0
10744,1004,Noordoostpolder,BU01710219,1.0,43.0,,,2.0,135.0,110.0,205.0,615.0,2450.0,2090.0,380.0
1180,1009,Amsterdam,BU03635505,1.0,,,,0.0,95.0,600.0,375.0,1020.0,2950.0,2200.0,760.0
217,1005,Albrandswaard,BU06130205,1.0,,,,1.0,95.0,55.0,170.0,710.0,6350.0,5220.0,1140.0
13223,1004,StichtseVecht,BU19040214,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8230,1008,KaagenBraassem,BU18840309,1.0,,,,0.0,0.0,0.0,0.0,0.0,80.0,80.0,40.0
2515,1006,Binnenmaas,WK058501,1.0,176.0,13.0,490.0,3.0,80.0,40.0,85.0,1065.0,14830.0,10870.0,3950.0
146,1008,Achtkarspelen,GM0059,,897.0,,,27.0,100.0,120.0,220.0,885.0,91430.0,71240.0,20190.0
5268,1002,DeFryskeMarren,WK194043,1.0,41.0,14.0,135.0,1.0,100.0,45.0,80.0,1260.0,2430.0,1670.0,780.0
7917,1002,Hoorn,BU04053302,1.0,,,,,135.0,205.0,540.0,460.0,2570.0,2280.0,280.0
13660,1000,Tilburg,BU08551002,3.0,10.0,15.0,31.0,1.0,65.0,65.0,125.0,380.0,8790.0,7960.0,840.0
